,Datetime,Text,clean_text,label
11709,2022-08-05 03:43:26+00:00,"@Askrlfess siput gila, cacar monyet apalagi sok lah amparken",siput gila cacar monyet apalagi sok lah amparken,neutral
11712,2022-08-05 03:40:11+00:00,"@Askrlfess siput gila, cacar monyet. apalagi apalagi",siput gila cacar monyet apalagi apalagi,neutral
11713,2022-08-05 03:39:16+00:00,pls lah lu jngan macem macem cacar monyet 😭,pls lah jngan macem macem cacar monyet,neutral
11724,2022-08-05 03:19:31+00:00,@Askrlfess cacar monyet dan siput gila tu apelagi😭,cacar monyet dan siput gila apelagi,neutral
11727,2022-08-05 03:16:43+00:00,"@Askrlfess Ya siput gila, cacar monyet, udah deh mending radiasi nuklir aja biar slebewwwwwwwwwww",siput gila cacar monyet udah deh mending radiasi nuklir aja biar slebewwwwwwwwwww,neutral
11728,2022-08-05 03:15:52+00:00,"Ternyata bener, topik pembicaraan kalo ngumpul ama temen ampe larut malam itu absurd tp seru.

Dari bahas anime, cacar monyet, michat ampe ke tanda2 kiamat 😂",Ternyata bener topik pembicaraan kalo ngumpul ama temen ampe larut malam itu absurd seru Dari bahas anime cacar monyet michat ampe tanda2 kiamat,negative
11737,2022-08-05 02:59:03+00:00,"@winglazed  @tokyouzii  sebagai duta cacar monyet, bagaimana tanggapan kalian terhadap meme yang beredar ini a?",sebagai duta cacar monyet bagaimana tanggapan kalian terhadap meme yang beredar ini,neutral
11742,2022-08-05 02:48:36+00:00,IH TAKUT PENGEN LGSG VAKSIN KEEMPAT AJA LAH GRGR CACAR MONYET ADA DI JATENG,TAKUT PENGEN LGSG VAKSIN KEEMPAT AJA LAH GRGR CACAR MONYET ADA JATENG,neutral
11745,2022-08-05 02:43:42+00:00,"@agungmrheza izin dok, apakah cacar monyet bisa dimulai dari perut?",izin dok apakah cacar monyet bisa dimulai dari perut,neutral
11746,2022-08-05 02:43:27+00:00,"Karena tidak kunjung membayar hutang, pemuda ini terkena penyakit cacar monyet dan kelakuannya pun seperti monyet

Ngono a? @N_Khabib21",Karena tidak kunjung membayar hutang pemuda ini terkena penyakit cacar monyet dan kelakuannya pun seperti monyet Ngono Khabib21,neutral
11747,2022-08-05 02:42:41+00:00,"@Askrlfess Cacar monyet, siput gila, kaki gajah, kudis anjing, campak kuda, koreng ular. Dah hajar aja semua sampe jadi bonbin atau madagascar.",Cacar monyet siput gila kaki gajah kudis anjing campak kuda koreng ular Dah hajar aja semua sampe jadi bonbin atau madagascar,neutral
11749,2022-08-05 02:41:00+00:00,@Babakpiatugu Wkwkwk padahal si belum fix cacar monyet tuh,Wkwkwk padahal belum fix cacar monyet tuh,neutral
11750,2022-08-05 02:39:59+00:00,@Askrlfess tai kemaren baru berita cacar monyet,tai kemaren baru berita cacar monyet,neutral
11757,2022-08-05 02:31:45+00:00,"@Askrlfess Cacar monyet, saiki penyakit e garry nak bikinibotom muncul nak dunia iki piye kudu vaksin pirang liter?!",Cacar monyet saiki penyakit garry nak bikinibotom muncul nak dunia iki piye kudu vaksin pirang liter,neutral
11758,2022-08-05 02:31:41+00:00,"@Askrlfess cacar monyet 
siput gila 
besok apa lagi :) 
kecoa anxiety ????",cacar monyet siput gila besok apa lagi kecoa anxiety,neutral
11764,2022-08-05 02:24:31+00:00,"@txtdrberseragam positif aja, mungkin dia kena cacar monyet. jadi malu buat dateng nyamperin lagi",positif aja mungkin dia kena cacar monyet jadi malu buat dateng nyamperin lagi,neutral
11770,2022-08-05 02:19:02+00:00,@sana_ice @dearmyselffffff @undipmenfess Cacar monyet apa sih??,ice Cacar monyet apa sih,neutral
11771,2022-08-05 02:17:59+00:00,@CahyoKone @shitegoblin Cacar monyet siap padamkan antusias para penanti Hamson hahaha,Cacar monyet siap padamkan antusias para penanti Hamson hahaha,positive
11773,2022-08-05 02:15:39+00:00,@Askrlfess Astaga covid varian kesekian.. cacar monyet.. siput gila. What's next?,Astaga covid varian kesekian cacar monyet siput gila What next,neutral
11784,2022-08-05 01:56:01+00:00,"Jangan menganggap enteng penyakit cacar monyet meski penyakit itu memiliki tingkat fatalitas rendah. Pasalnya, jenis penyakit ini masih baru sehingga banyak dokter dan masyarakat yang tidak mengenal gejalanya. Bagaimana pendapat Anda? #EditorialMI",Jangan menganggap enteng penyakit cacar monyet meski penyakit itu memiliki tingkat fatalitas rendah Pasalnya jenis penyakit ini masih baru sehingga banyak dokter dan masyarakat yang tidak mengenal gejalanya Bagaimana pendapat Anda EditorialMI,neutral
11786,2022-08-05 01:54:36+00:00,kalo kena cacar monyet ntar org yg kena nya berubah jadi monyet ga?,kalo kena cacar monyet ntar org kena nya berubah jadi monyet,neutral
11787,2022-08-05 01:54:18+00:00,cok iki serem cacar monyet,cok iki serem cacar monyet,neutral
11788,2022-08-05 01:53:51+00:00,"@Askrlfess Siput gila, cacar monyet, mata ikan kok semua penyakit namanya diambil dari binatang? Ini lama2 kucing, kadal, belut juga kebagian nih",Siput gila cacar monyet mata ikan kok semua penyakit namanya diambil dari binatang Ini lama2 kucing kadal belut juga kebagian nih,neutral
11795,2022-08-05 01:49:55+00:00,kepikiran cacar monyet mulu anjng,kepikiran cacar monyet mulu anjng,neutral
11799,2022-08-05 01:44:53+00:00,"Kesimpulannya
Kena varicella ngga melulu nyebelin karena menghindarkan dari jenis penyakit lainnya ex: cacar monyet
Dan cacar monyet itu lebih nakutin bendol2nya, gede-gede dan ngumpul gitu. Hiks 😵",Kesimpulannya Kena varicella ngga melulu nyebelin karena menghindarkan dari jenis penyakit lainnya cacar monyet Dan cacar monyet itu lebih nakutin bendol2nya gede gede dan ngumpul gitu Hiks,neutral
11800,2022-08-05 01:44:46+00:00,"Macam cacar monyet baru kali ini terjadi sahaja...
Indahnya keGOBLOGHan 🥰",Macam cacar monyet baru kali ini terjadi sahaja Indahnya keGOBLOGHan,neutral
11802,2022-08-05 01:42:04+00:00,"Kemarin ketemu ke dokter anak terus nanya.
🧕: Dok, kalau udah pernah kena cacar air, bisa tertular cacar monyet ngga""  👨🏻‍⚕️: Lebih kecil kemungkinannya, buktinya saya habis handle pasien cacar monyet minggu lalu masih sehat-sehat aja sampai sekarang",Kemarin ketemu dokter anak terus nanya Dok kalau udah pernah kena cacar air bisa tertular cacar monyet ngga Lebih kecil kemungkinannya buktinya saya habis handle pasien cacar monyet minggu lalu masih sehat sehat aja sampai sekarang,neutral
11803,2022-08-05 01:40:02+00:00,"Kl kena covid ky ywd aja pasca sakit gada marks yg ditinggal dan kelihatan scr kasat mata, kl cacar monyet uda juga masa sakitnya bisa sampe 3-4 minggu, tinggalin marks jg,, lesi cacarnya gede dan serem😣",kena covid ywd aja pasca sakit gada marks ditinggal dan kelihatan scr kasat mata cacar monyet uda juga masa sakitnya bisa sampe minggu tinggalin marks lesi cacarnya gede dan serem,neutral
11807,2022-08-05 01:36:11+00:00,Ada lagi cacar monyet di Jawa Tengah kemarin beritanya,Ada lagi cacar monyet Jawa Tengah kemarin beritanya,neutral
11810,2022-08-05 01:32:16+00:00,@Askrlfess After covid muncul cacar monyet skrg ada lg siput gendeng. Mnding kta mengikuti anjuran dari dr spongebob aja,After covid muncul cacar monyet skrg ada siput gendeng Mnding kta mengikuti anjuran dari spongebob aja,neutral
11816,2022-08-05 01:23:32+00:00,@Finnamfz Anying cacar monyet 😭,Anying cacar monyet,neutral
11818,2022-08-05 01:18:55+00:00,"@Askrlfess cacar monyet, siput gila, hepatitis sapi, rabies unta, diabetes kuda, kanker kupu kupu, serah lu dah gua kau bagian ticketing aja di loket",cacar monyet siput gila hepatitis sapi rabies unta diabetes kuda kanker kupu kupu serah dah gua kau bagian ticketing aja loket,neutral
11820,2022-08-05 01:14:56+00:00,Cacar monyet bisa jadi monyet?,Cacar monyet bisa jadi monyet,neutral
11828,2022-08-05 00:55:29+00:00,takut kena cacar monyet:(,takut kena cacar monyet,neutral
11835,2022-08-05 00:25:56+00:00,@AREAJULID kalo yg udh pernah kena cacar air bakal kena cacar monyet juga ga?,kalo udh pernah kena cacar air bakal kena cacar monyet juga,neutral
11840,2022-08-05 00:06:40+00:00,"@VICE_ID Cacar monyet, terus tetiba takut d jajah lagi ahaha aneh kan",Cacar monyet terus tetiba takut jajah lagi ahaha aneh kan,neutral
11843,2022-08-04 23:59:08+00:00,Cacar monyet. 😱,Cacar monyet,neutral
11845,2022-08-04 23:51:40+00:00,Udh vaksin cacar air berarti masih bisa kena cacar monyet dong? Waduuuhhh,Udh vaksin cacar air berarti masih bisa kena cacar monyet dong Waduuuhhh,neutral
11849,2022-08-04 23:25:17+00:00,"@shitegoblin Cacar monyet ❌
Rivalitas tai anjing ✅",Cacar monyet Rivalitas tai anjing,neutral
11850,2022-08-04 23:18:13+00:00,"KLB cacar monyet ini menakutkan, tapi perhatikan, kenapa disebut KLB? Agar bisa mencairkan dana darurat, yg diperbolehkan UU.

Dana darurat bukan hanya dana untuk penyakitnya,tapi juga dana dana yg lain seperti restrukturisasi, dana penutupan pabrik, jadi tidak seluruhnya negatif",KLB cacar monyet ini menakutkan tapi perhatikan kenapa disebut KLB Agar bisa mencairkan dana darurat diperbolehkan Dana darurat bukan hanya dana untuk penyakitnya tapi juga dana dana lain seperti restrukturisasi dana penutupan pabrik jadi tidak seluruhnya negatif,neutral
11853,2022-08-04 23:03:02+00:00,abis baca thread cacar monyet kok serem juga ya.,abis baca thread cacar monyet kok serem juga,neutral
11854,2022-08-04 22:58:39+00:00,Bentar lagi ada vaksin cacar monyet 🙂,Bentar lagi ada vaksin cacar monyet,neutral
11855,2022-08-04 22:51:37+00:00,males bgt dah berita pertama yg gue baca pagi ini berita suspect cacar monyet pertama di jawa 😌,males bgt dah berita pertama gue baca pagi ini berita suspect cacar monyet pertama jawa,neutral
11858,2022-08-04 22:30:29+00:00,"@yo2thok Anak saya dulu  8 thn lalu pas SD pernah cacar air, setelah sembuh tdk lama kemudian antara dibawah hidung dan diatas bibir timbul bentol merah melepuh, kata dokter itu cacar monyet.",Anak saya dulu thn lalu pas pernah cacar air setelah sembuh tdk lama kemudian antara dibawah hidung dan diatas bibir timbul bentol merah melepuh kata dokter itu cacar monyet,neutral
11859,2022-08-04 22:26:08+00:00,ntar ada varian cacar monyet x siput gila ni pasti,ntar ada varian cacar monyet siput gila pasti,neutral
11862,2022-08-04 22:12:32+00:00,6) Hampir seluruh negara bagian di AS melaporkan kasus cacar monyet kecuali Wyoming dan Montana. Namun jumlah kasus yang tidak dilaporkan diperkirakan jauh lebih besar. Penetapan cacar monyet sbg darurat kesehatan publik diharapkan mendorong kewaspadaan masyarakat.@RadioElshinta,Hampir seluruh negara bagian melaporkan kasus cacar monyet kecuali Wyoming dan Montana Namun jumlah kasus yang tidak dilaporkan diperkirakan jauh lebih besar Penetapan cacar monyet sbg darurat kesehatan publik diharapkan mendorong kewaspadaan masyarakat,neutral
11864,2022-08-04 22:06:24+00:00,"4) Badan Kesehatan Dunia WHO telah menggolongkan cacar monyet sbg “darurat kesehatan publik yg mjd keprihatinan internasional,” shg memicu tingkat siaga tertinggi. Pengumuman itu utk mendorong tanggapan internasional terkoordinir. @RadioElshinta",Badan Kesehatan Dunia WHO telah menggolongkan cacar monyet sbg darurat kesehatan publik mjd keprihatinan internasional shg memicu tingkat siaga tertinggi Pengumuman itu utk mendorong tanggapan internasional terkoordinir,neutral
11865,2022-08-04 22:04:49+00:00,3) Direktur Pusat Pencegahan dan Pengendalian Penyakit CDC Rochelle Wallensky yang ikut mendampingi Menkes Becerra dalam keterangan pers hari Kamis (4/8) mengatakan pengumuman ini akan membantu memperbaiki ketersediaan data cacar monyet. @RadioElshinta,Direktur Pusat Pencegahan dan Pengendalian Penyakit CDC Rochelle Wallensky yang ikut mendampingi Menkes Becerra dalam keterangan pers hari Kamis mengatakan pengumuman ini akan membantu memperbaiki ketersediaan data cacar monyet,neutral
11866,2022-08-04 22:01:33+00:00,"1) Menteri Kesehatan dan Layanan Manusia Amerika Xavier Beccera hari Kamis (4/8) menyatakan cacar monyet sebagai darurat kesehatan publik, langkah yang diharapkan akan meningkatkan kewaspadaan, mengalirkan anggaran tambahan &amp; piranti untuk melawan penyakit itu. @RadioElshinta",Menteri Kesehatan dan Layanan Manusia Amerika Xavier Beccera hari Kamis menyatakan cacar monyet sebagai darurat kesehatan publik langkah yang diharapkan akan meningkatkan kewaspadaan mengalirkan anggaran tambahan amp piranti untuk melawan penyakit itu,neutral
11873,2022-08-04 20:24:10+00:00,Cacar monyet bener bener jijikin banget anjirrrr hueekkkkk amit2,Cacar monyet bener bener jijikin banget anjirrrr hueekkkkk amit2,neutral
11874,2022-08-04 20:16:57+00:00,Cacar monyet apalagi yaAllah,Cacar monyet apalagi yaAllah,neutral
11876,2022-08-04 19:37:11+00:00,Gue parno banget sama berita cacar monyet😭,Gue parno banget sama berita cacar monyet,neutral
11879,2022-08-04 18:23:26+00:00,Parno bgt sm cacar monyet ih naudzubillah,Parno bgt cacar monyet naudzubillah,neutral
11880,2022-08-04 18:05:35+00:00,"selama bimo aman sama cacar monyet, aku tenang",selama bimo aman sama cacar monyet aku tenang,neutral
11881,2022-08-04 18:05:24+00:00,takut cacar monyet,takut cacar monyet,neutral
11882,2022-08-04 18:01:11+00:00,@undipmenfess Cacar monyet sebab dan akibatnya apaann?,Cacar monyet sebab dan akibatnya apaann,neutral
11885,2022-08-04 17:51:01+00:00,@risatriaaa @pakdilah_ Buset cacar monyet wkwk,Buset cacar monyet wkwk,neutral
11886,2022-08-04 17:44:04+00:00,"@JHaduw Bukaan, gue kena cacar monyet kok waktu kelas 5 SD. Waktu itu diagnosa dokter gue kena nya dari kolam renang kak.",Bukaan gue kena cacar monyet kok waktu kelas Waktu itu diagnosa dokter gue kena nya dari kolam renang kak,neutral
11887,2022-08-04 17:42:43+00:00,"Monkey pox atau cacar monyet itu adalah propaganda guna nutupin KIPI vaksin karena Antibody Dependent Enhancement paksin M-Rna. Ini adalah penyakit kulit kelamin HIV AIDS disebabkan oleh vaksin cuma casingnya beda aja. Jangan mau ditipu. Kalo masih pureblood, you aman!",Monkey pox atau cacar monyet itu adalah propaganda guna nutupin KIPI vaksin karena Antibody Dependent Enhancement paksin Rna Ini adalah penyakit kulit kelamin HIV AIDS disebabkan oleh vaksin cuma casingnya beda aja Jangan mau ditipu Kalo masih pureblood you aman,negative
11888,2022-08-04 17:27:08+00:00,"#covid-19 #lawancovid-19 #airpurifier
monkeypox cacar monyet 
rekomendasi shopee
racun shopee",covid lawancovid airpurifier monkeypox cacar monyet rekomendasi shopee racun shopee,neutral
11890,2022-08-04 17:14:25+00:00,@convomf Cacar monyet,Cacar monyet,neutral
11891,2022-08-04 17:06:02+00:00,smoga oktober dah ga rame cacar monyet,smoga oktober dah rame cacar monyet,neutral
11893,2022-08-04 17:01:47+00:00,"Dulu adek w kena cacar monyet pas balita tp alhamdulillah org rumah gpp, skrg malah jadi kea gini ya",Dulu adek kena cacar monyet pas balita alhamdulillah org rumah gpp skrg malah jadi kea gini,neutral
11894,2022-08-04 16:54:08+00:00,Rencana ke semarang malah sedang ada cacar monyet,Rencana semarang malah sedang ada cacar monyet,neutral
11895,2022-08-04 16:52:04+00:00,"asli temen gw kan emang anaknya tuh ga percaya dan sok tau ya trus dia ngomong gini "" apaan lagi si cacar monyet di jawa tengah! besok besok gw bikin cacar kodok cacar cicak"" lucu tapi sayang kayak gini gabisa di bercandain",asli temen kan emang anaknya tuh percaya dan sok tau trus dia ngomong gini apaan lagi cacar monyet jawa tengah besok besok bikin cacar kodok cacar cicak lucu tapi sayang kayak gini gabisa bercandain,neutral
11896,2022-08-04 16:44:19+00:00,@yauds_mogimans Gmn di ghetto ada cacar monyet ga,mogimans Gmn ghetto ada cacar monyet,neutral
11900,2022-08-04 16:24:27+00:00,Napa ada firasat cacar monyet bakal gede yah😐 semoga ga pandemi jilid 2,Napa ada firasat cacar monyet bakal gede yah semoga pandemi jilid,neutral
11903,2022-08-04 16:18:21+00:00,"skrg udh ada cacar monyet, bntar lg bkal ada panu babi muncul dr dlm tanah tunggu aja",skrg udh ada cacar monyet bntar bkal ada panu babi muncul dlm tanah tunggu aja,neutral
11904,2022-08-04 16:15:10+00:00,Kalo amon kena cacar biasa bisa dibilang cacar monyet juga g sih?,Kalo amon kena cacar biasa bisa dibilang cacar monyet juga sih,neutral
11907,2022-08-04 15:59:50+00:00,"Cacar monyet ni ngeri bgt d, krn dia ada bintil2 koreng gitu. Ih naudzubillah aneh2 bgt penyakit sekarang anjir",Cacar monyet ngeri bgt krn dia ada bintil2 koreng gitu naudzubillah aneh2 bgt penyakit sekarang anjir,neutral
11911,2022-08-04 15:46:03+00:00,"@AjengMahira1 @AREAJULID serius tanya, cacar monyet tu kek gimana? adakah ciri2nya? terus apa sama kek cacar pd umumnya?",serius tanya cacar monyet kek gimana adakah ciri2nya terus apa sama kek cacar umumnya,neutral
11913,2022-08-04 15:44:34+00:00,@halupulisi Haha sipaling cacar monyet,Haha sipaling cacar monyet,positive
11920,2022-08-04 15:24:34+00:00,@nesverland @AREAJULID cacar monyet itu bukannya sejenis virus HIV/sifilis,cacar monyet itu bukannya sejenis virus HIV sifilis,neutral
11921,2022-08-04 15:24:26+00:00,"@detikcom @detik_jateng Assalamualaikum tolong beri tahu pak ganjar saya sendiri terkena cacar monyet dan banyak di sini yg terkena cacar monyet saya mohon untuk memberikan bntuan vaksin saya tinggal di sumatra utara,kabupaten langkat,kecamatan wampu,desa stungkit smoga bisa cept membantu kmi trima ksih",jateng Assalamualaikum tolong beri tahu pak ganjar saya sendiri terkena cacar monyet dan banyak sini terkena cacar monyet saya mohon untuk memberikan bntuan vaksin saya tinggal sumatra utara kabupaten langkat kecamatan wampu desa stungkit smoga bisa cept membantu kmi trima ksih,neutral
11922,2022-08-04 15:17:24+00:00,@scbinnnrm Cacar monyet,Cacar monyet,neutral
11923,2022-08-04 15:17:05+00:00,"stay safe all, cacar monyet makin kesini makin kesana",stay safe all cacar monyet makin kesini makin kesana,positive
11926,2022-08-04 15:11:57+00:00,@plasebo___ @undipmenfess dia bisa nular lewat toilet juga ya kak? jujur aku ga ngikutin bgt ttg cacar monyet ini,dia bisa nular lewat toilet juga kak jujur aku ngikutin bgt ttg cacar monyet ini,negative
11927,2022-08-04 15:10:51+00:00,@secrendipyti @lalytamntr @orelliiii AMPUN AH AMIT AMIT CACAR MONYET PLIS GUE GA KENA ITU. candaan gue serem,AMPUN AMIT AMIT CACAR MONYET PLIS GUE KENA ITU candaan gue serem,neutral
11928,2022-08-04 15:09:10+00:00,@ProfesorZubairi Assalamualikum saya orang medan saya sendiri terkena cacar monyet dan di sini bnyak yg kena jadi saya mohon bntuan vaksin terima kasih,Assalamualikum saya orang medan saya sendiri terkena cacar monyet dan sini bnyak kena jadi saya mohon bntuan vaksin terima kasih,neutral
11930,2022-08-04 15:06:31+00:00,"Penyakit cacar monyet (Monkeypox), terkonfirmasi kasus pertama di kota Semarang. Semoga pemerintah ga bakal bikin kebijakan ngelawak kyk awal-awal Covid.

Kirain kasus pertamanya bakal di Depok.",Penyakit cacar monyet Monkeypox terkonfirmasi kasus pertama kota Semarang Semoga pemerintah bakal bikin kebijakan ngelawak kyk awal awal Covid Kirain kasus pertamanya bakal Depok,neutral
11931,2022-08-04 15:00:27+00:00,eh cacar monyet serem bgt ya? efeknya😭😭😭😩😩😩,cacar monyet serem bgt efeknya,neutral
11935,2022-08-04 14:48:48+00:00,Cacar monyet amal mulanya karna banyak yg pake baju artic monkeys kw dik.,Cacar monyet amal mulanya karna banyak pake baju artic monkeys dik,neutral
11936,2022-08-04 14:47:53+00:00,@hhnjisung Jangan adik darling lagi ada cacar monyet,Jangan adik darling lagi ada cacar monyet,neutral
11937,2022-08-04 14:47:23+00:00,"@detikcom Jangan tebar ketakutan ye,disana bole ada cacar monyet,dsini ada media kek mo.. ,bukan di indo itu",Jangan tebar ketakutan disana bole ada cacar monyet dsini ada media kek bukan indo itu,neutral
11939,2022-08-04 14:41:44+00:00,@haipep Cacar apa monyet?,Cacar apa monyet,neutral
11940,2022-08-04 14:38:30+00:00,parno bgt sama cacar monyet ya Allah ridhailah kami dengan keselamatan kesehatan bebas dari segala penyakit amin,parno bgt sama cacar monyet Allah ridhailah kami dengan keselamatan kesehatan bebas dari segala penyakit amin,neutral
11943,2022-08-04 14:34:11+00:00,kalo kata gue ya ni tuhan lagi ngetes manusia omdo apa kaga. kan pas kmrn covid reda orang orang pada bilang kita akan lebih waspada jika ada pandemi lg nah dikasih cacar monyet deh sotoy si hadeh,kalo kata gue tuhan lagi ngetes manusia omdo apa kaga kan pas kmrn covid reda orang orang pada bilang kita akan lebih waspada jika ada pandemi nah dikasih cacar monyet deh sotoy hadeh,neutral
11948,2022-08-04 14:26:15+00:00,@a____nin itu cacar monyet anin,nin itu cacar monyet anin,neutral
11950,2022-08-04 14:20:21+00:00,@AREAJULID kalo kena cacar monyet nanti berubah jadi monyet cantik kah?,kalo kena cacar monyet nanti berubah jadi monyet cantik kah,neutral
11954,2022-08-04 14:07:13+00:00,itu cacar monyet apaan lagi😢,itu cacar monyet apaan lagi,neutral
11955,2022-08-04 14:05:23+00:00,"@AREAJULID Kasian jd monyet, apa dia ga kesinggung kalo diblg cacar monyet",Kasian monyet apa dia kesinggung kalo diblg cacar monyet,neutral
11959,2022-08-04 13:56:26+00:00,takut banget ada cacar monyet,takut banget ada cacar monyet,neutral
11961,2022-08-04 13:54:11+00:00,@AREAJULID Kata ibu aku dulu aku pernah cacar monyet tp kok skrg kayanya bahaya bgt ya:(,Kata ibu aku dulu aku pernah cacar monyet kok skrg kayanya bahaya bgt,neutral
11963,2022-08-04 13:52:46+00:00,@piyopikavet Cacar monyet sesuai namanya. Benar benar monyet,Cacar monyet sesuai namanya Benar benar monyet,neutral
11966,2022-08-04 13:47:51+00:00,@tanyakanrl sekarang lagi pusing cacar monyet ga usah nambah2 kasus baru deh minimal waras gitu,sekarang lagi pusing cacar monyet usah nambah2 kasus baru deh minimal waras gitu,negative
11967,2022-08-04 13:46:56+00:00,Semalem mimpi kena cacar monyet😭😭 random bgt anjir,Semalem mimpi kena cacar monyet random bgt anjir,negative
11970,2022-08-04 13:41:30+00:00,Cacar monyet beneran uda nyampe jateng??,Cacar monyet beneran uda nyampe jateng,neutral
11971,2022-08-04 13:39:34+00:00,@AREAJULID Temenku gak cacar tp emang kyk monyet aja @hoshiesushi,Temenku gak cacar emang kyk monyet aja,neutral
11972,2022-08-04 13:39:24+00:00,"Disini kopad kopid aja udah terlupakan. Disana malah nambah” cacar monyet. 

Pengen pandemi mulu apa gimana😅",Disini kopad kopid aja udah terlupakan Disana malah nambah cacar monyet Pengen pandemi mulu apa gimana,neutral
11974,2022-08-04 13:37:31+00:00,"sudah cacar monyet pula, duch.😅😅 selfie we ahh",sudah cacar monyet pula duch selfie ahh,neutral
11975,2022-08-04 13:36:31+00:00,@shitegoblin Itu cacar monyet atau gorila sih? Nyeremin amat. 😂,Itu cacar monyet atau gorila sih Nyeremin amat,neutral
11976,2022-08-04 13:36:30+00:00,"@pacardoyyyy GAJADI TAKUT CACAR MONYET, MALAH NGAKAK",GAJADI TAKUT CACAR MONYET MALAH NGAKAK,neutral
11985,2022-08-04 13:27:38+00:00,"@ssefnum Cacar monyet, covid",Cacar monyet covid,neutral
11986,2022-08-04 13:26:20+00:00,"@AREAJULID menunggu menteri atau presiden bilang, ""Orang indonesia tidak bakal kena cacar monyet, wong tiap hari sudah sering makan pisang.""",menunggu menteri atau presiden bilang Orang indonesia tidak bakal kena cacar monyet wong tiap hari sudah sering makan pisang,neutral
11987,2022-08-04 13:23:46+00:00,"@fdablee @TRANS7 Niatnya pengen liat ""ada berita apa hari ini, apakah ada berita tentang cacar monyet, atau pembangunan ibu kota baru"" jebul ""VIRAL RUMAH DITEMBOK TETANGGA"" RK MUTU BLASSSS",Niatnya pengen liat ada berita apa hari ini apakah ada berita tentang cacar monyet atau pembangunan ibu kota baru jebul VIRAL RUMAH DITEMBOK TETANGGA MUTU BLASSSS,neutral
11995,2022-08-04 13:12:40+00:00,@Askrlfess Cacar monyet Ya Allah😭😭😭 ngapa gua bacanya pacar monyet😭😭😭😭😭😭,Cacar monyet Allah ngapa gua bacanya pacar monyet,neutral
11996,2022-08-04 13:12:32+00:00,"@hklrzki @andhikatsu @piyopikavet Yg terdeteksi kena cacar monyet kalau ga salah di Jawa tengah, barangkali apakah dia selebgram yg dimaksud?",terdeteksi kena cacar monyet kalau salah Jawa tengah barangkali apakah dia selebgram dimaksud,neutral
12002,2022-08-04 13:06:52+00:00,battle pass season baru nih cacar monyet,battle pass season baru nih cacar monyet,neutral
12004,2022-08-04 13:04:14+00:00,@quartoze_ Kena cacar monyet mosok 🤣🤣🤣🤣,Kena cacar monyet mosok,neutral
12005,2022-08-04 13:03:49+00:00,@Papah_Reptile Jangan2 cuacanya kena cacar monyet,Reptile Jangan2 cuacanya kena cacar monyet,neutral
12006,2022-08-04 13:02:44+00:00,@arairlangga Jangan takut kena cacar monyet kan cacarnya dipake abang2 nasgor wakakak,Jangan takut kena cacar monyet kan cacarnya dipake abang2 nasgor wakakak,neutral
12009,2022-08-04 13:01:10+00:00,@FhadillaM_ bangkee mka cacar monyet jer 😱,bangkee mka cacar monyet jer,neutral
12014,2022-08-04 12:55:59+00:00,"Wak, virus cacar monyet itu uda sampe Medan blm Wak? Tanya aja kan.",Wak virus cacar monyet itu uda sampe Medan blm Wak Tanya aja kan,neutral
12015,2022-08-04 12:55:05+00:00,Ga kena cacar monyet aja km udah kaya monyet,kena cacar monyet aja udah kaya monyet,neutral
12019,2022-08-04 12:49:36+00:00,@asumsico Pasti ntar ada virus baru lagi gabungan covid sama cacar monyet,Pasti ntar ada virus baru lagi gabungan covid sama cacar monyet,neutral
12023,2022-08-04 12:44:03+00:00,jgn takut kna cacar monyet kan km monyetnya wakakak,jgn takut kna cacar monyet kan monyetnya wakakak,neutral
12026,2022-08-04 12:39:49+00:00,"Kata nyokap gua dulu waktu kecil gue pernah kena cacar monyet, makanya kaget sih kalo cacar monyet se berbahaya ini",Kata nyokap gua dulu waktu kecil gue pernah kena cacar monyet makanya kaget sih kalo cacar monyet berbahaya ini,neutral
12027,2022-08-04 12:37:44+00:00,@AREAJULID Cacar monyet apaan dah? Acar yang ada monyet nya kah? Ko ngeri ya,Cacar monyet apaan dah Acar yang ada monyet nya kah ngeri,neutral
12028,2022-08-04 12:33:20+00:00,@flaneurjuyo @juyeonbsd elu bawa cacar monyet,elu bawa cacar monyet,neutral
12030,2022-08-04 12:31:51+00:00,"@StopPlandemit Ini ngak ada habisnya,rame cacar monyet jgn2 ntar hrs scan peduli monyet",Ini ngak ada habisnya rame cacar monyet jgn2 ntar hrs scan peduli monyet,neutral
12036,2022-08-04 12:26:53+00:00,"Kulit aing lagi gatel2 alergi gini, malah rame berita cacar monyet. Bukannya bejimane, kalo dikira cacar sih mending, lah kalo dikira monyet?",Kulit aing lagi gatel2 alergi gini malah rame berita cacar monyet Bukannya bejimane kalo dikira cacar sih mending lah kalo dikira monyet,neutral
12037,2022-08-04 12:26:37+00:00,"Dan Pfizer mencantumkan beberapa kondisi dengan gejala yang sangat mirip dengan cacar monyet sebagai ""kejadian buruk untuk injeksi covid-19"" dalam dokumen rahasia Pfizer.",Dan Pfizer mencantumkan beberapa kondisi dengan gejala yang sangat mirip dengan cacar monyet sebagai kejadian buruk untuk injeksi covid dalam dokumen rahasia Pfizer,neutral
