,Datetime,Text,User_id,Username,clean_text,label
10486,2022-08-10 02:33:54+00:00,@PaketHemat10rbu @Anndev4 @izhahj @lalalovuu @sbmptnfess Belum lagi skrg ada supek cacar monyet dan covid jg blm 100% ilang itu seriusan satu botol minum dibagi ke rame2? Mana cukup kak manusia aj butuh 2l buat minum perhari biar ga dehidrasi.,1557193491712684033,roastedberryy,Belum lagi skrg ada supek cacar monyet dan covid blm 100 ilang itu seriusan satu botol minum dibagi rame2 Mana cukup kak manusia butuh buat minum perhari biar dehidrasi,neutral
10487,2022-08-10 02:33:21+00:00,@refalhady Cacar monyet,1557193355066773504,ursweetesthello,Cacar monyet,neutral
10489,2022-08-10 02:02:22+00:00,@refalhady Lagi musim cacar monyet bang,1557185557792706562,RahmahSj,Lagi musim cacar monyet bang,neutral
10490,2022-08-10 01:57:13+00:00,@refalhady Cacar monyet juga lagi musim ka,1557184261396070401,eskrimoreo_15,Cacar monyet juga lagi musim,neutral
10492,2022-08-10 01:42:56+00:00,@refalhady Carmon aka cacar monyet,1557180665023840257,Khaerinnisa13,Carmon aka cacar monyet,neutral
10494,2022-08-10 01:33:41+00:00,"@terravcr Kalau gitu lagi musim kaka, perubahan cuaca yang ekstrem. Selama ga ada ruam aku pikir masih itsokay kak. Tapi klu ada ruam lebih baik periksa iyaa kaka karena skrg cacar monyet masuk ke indo",1557178337176408064,ningrnjn,Kalau gitu lagi musim kaka perubahan cuaca yang ekstrem Selama ada ruam aku pikir masih itsokay kak Tapi klu ada ruam lebih baik periksa iyaa kaka karena skrg cacar monyet masuk indo,neutral
10495,2022-08-10 01:26:06+00:00,temen saya kena cacar monyet.. tinggal monyetnya doang nih cacarnya sih ngga,1557176431875985408,lutfanfadh,temen saya kena cacar monyet tinggal monyetnya doang nih cacarnya sih ngga,neutral
10507,2022-08-09 23:04:17+00:00,@mimitiani09 Varian baru cacar monyet yg LG viral,1557140738890436608,Diah_dee10,Varian baru cacar monyet viral,neutral
10510,2022-08-09 18:03:26+00:00,"Tidak ada hubungan antara Vaksin Covid-19 dengan Monkey Pox (cacar monyet). Jangan mau termakan isu/hoax.

Jika dilakukan sesuai SOP, insya Allah vaksin Covid-19 itu aman. Alhamdulillah, saya sudah vaksin 3 dosis.",1557065030419595264,arwidodo,Tidak ada hubungan antara Vaksin Covid dengan Monkey Pox cacar monyet Jangan mau termakan isu hoax Jika dilakukan sesuai SOP insya Allah vaksin Covid itu aman Alhamdulillah saya sudah vaksin dosis,negative
10514,2022-08-09 15:50:00+00:00,apalagi cacar monyet ini? 😭,1557031450968334337,waterviewer,apalagi cacar monyet ini,neutral
10516,2022-08-09 15:33:09+00:00,"@gemanoor_ Haha mamaku lagi parno sama cacar monyet yang udah sampe sg😂 au aah, cuma venue nya juga masih TBA untuk yang sg",1557027208014598144,salviohecxia,Haha mamaku lagi parno sama cacar monyet yang udah sampe aah cuma venue nya juga masih TBA untuk yang,positive
10519,2022-08-09 14:53:00+00:00,Plis cacar monyet serem banget,1557017103160705025,yjutek,Plis cacar monyet serem banget,neutral
10521,2022-08-09 14:35:57+00:00,"Korban tusbol: 
Bolnya soak. Imunitas anjlok. Rawan kena  penyakit terkait sel imun (hepatitis, cacar monyet, hiv, dll). Calon ahli neraka.

Korban vaksin: 
Livernya soak. Imunitas anjlok. Rawan kena penyakit terkait sel imun (hepatitis, cacar monyet, hiv, dll). Calon ahli neraka",1557012813989945346,densatjo,Korban tusbol Bolnya soak Imunitas anjlok Rawan kena penyakit terkait sel imun hepatitis cacar monyet hiv dll Calon ahli neraka Korban vaksin Livernya soak Imunitas anjlok Rawan kena penyakit terkait sel imun hepatitis cacar monyet hiv dll Calon ahli neraka,neutral
10522,2022-08-09 14:34:33+00:00,gue nyari brita cacar monyet bnrn setiap hari 😇,1557012463459381250,jjeonnabi,gue nyari brita cacar monyet bnrn setiap hari,neutral
10528,2022-08-09 13:22:39+00:00,"@gantlve Amu kenak cacar monyet tah?!!, Gara gara sukak ngeue amah cowoq?!!",1556994367105015809,saesy,Amu kenak cacar monyet tah Gara gara sukak ngeue amah cowoq,neutral
10529,2022-08-09 13:20:56+00:00,@ufoareaa cacar monyet?,1556993935868051456,banyaaktanya,cacar monyet,neutral
10536,2022-08-09 12:45:45+00:00,"@MlYAMURAlZUMl Jaga kesehatan dan jangan stress mint, nanti kena cacar monyet",1556985083264806913,aizendue,Jaga kesehatan dan jangan stress mint nanti kena cacar monyet,neutral
10538,2022-08-09 12:07:42+00:00,@ngakakinnn Oh ini awal mula cacar monyet,1556975505911730176,rakyat2001,ini awal mula cacar monyet,neutral
10541,2022-08-09 11:41:49+00:00,@jackjackparrr @nuicemedia Yg polkatop marah ada yg joke cacar monyet jadi siput gila,1556968993692405762,traderrebahan,polkatop marah ada joke cacar monyet jadi siput gila,neutral
10542,2022-08-09 11:41:20+00:00,Saat ini juga mulai merebak penyakit cacar monyet yang mengancam s,1556968871860391936,jatengambiria,Saat ini juga mulai merebak penyakit cacar monyet yang mengancam,neutral
10543,2022-08-09 11:31:49+00:00,"Cacar Monyet: Kemenkes RI memperluas jaringan laboratorium pemeriksaan ke 10 kota (Medan, Palembang, Kalimantan, Banjarmasin, Yogyakarta, Surabaya, Jakarta, Ambon, Manado, dan Makassar) dengan semua Balai Teknik Kesehatan Lingkungan (BTKL) dapat dipakai utk pemeriksaan monkeypox.",1556966474786668544,GoodDoggo107,Cacar Monyet Kemenkes memperluas jaringan laboratorium pemeriksaan kota Medan Palembang Kalimantan Banjarmasin Yogyakarta Surabaya Jakarta Ambon Manado dan Makassar dengan semua Balai Teknik Kesehatan Lingkungan BTKL dapat dipakai utk pemeriksaan monkeypox,neutral
10556,2022-08-09 09:30:31+00:00,Ini cacar monyet udah ada vaksinnya blum sie? Ak jdi parno ngeliat benjolan kaya jerawat ak berfikir itu monkeypox,1556935949963382785,Anrxx1407,Ini cacar monyet udah ada vaksinnya blum sie jdi parno ngeliat benjolan kaya jerawat berfikir itu monkeypox,neutral
10559,2022-08-09 09:18:10+00:00,@supergluem skrng mah cacar monyet,1556932840180559877,senatours,skrng mah cacar monyet,neutral
10562,2022-08-09 09:13:39+00:00,@Jiibay_ Itu cacar monyet kali jii,1556931705977864193,satriohidayat_,Itu cacar monyet kali jii,neutral
10564,2022-08-09 08:51:28+00:00,@lafilledeliving Lebih ribet dan menimbulkan antrian yg panjang. Apalagi sekarang lagi marak cacar monyet.,1556926121027190785,Scilloideae_J,Lebih ribet dan menimbulkan antrian panjang Apalagi sekarang lagi marak cacar monyet,neutral
10570,2022-08-09 08:14:16+00:00,"Meski hingga kini belum ada obat khusus untuk Cacar Monyet, namun #TemanAllianz bisa melakukan pencegahan dengan rutin mencuci tangan, jangan menyentuh barang bekas pakai pasien, serta hindari orang yang memiliki ruam.👍",1556916759025684480,AllianzID,Meski hingga kini belum ada obat khusus untuk Cacar Monyet namun TemanAllianz bisa melakukan pencegahan dengan rutin mencuci tangan jangan menyentuh barang bekas pakai pasien serta hindari orang yang memiliki ruam,neutral
10571,2022-08-09 08:14:15+00:00,"Demam, sakit kepala, nyeri otot, sakit punggung, lemas, gangguan pernapasan, dan ruam yang terlihat seperti jerawat adalah gejala cacar monyet.😢",1556916755808718848,AllianzID,Demam sakit kepala nyeri otot sakit punggung lemas gangguan pernapasan dan ruam yang terlihat seperti jerawat adalah gejala cacar monyet,neutral
10576,2022-08-09 07:58:26+00:00,"@itsadinzy_ Mending lo ganti frame kacamata lu biar pinteran dikit, cacar monyet tuh vaksinnya dah ada dari sebelum lo brojol ke dunia",1556912775409987590,klalenca,Mending ganti frame kacamata biar pinteran dikit cacar monyet tuh vaksinnya dah ada dari sebelum brojol dunia,neutral
10577,2022-08-09 07:55:18+00:00,@krriena AOWKAOWKWO cacar monyet di monyetnya,1556911989255188480,Borame__jj,AOWKAOWKWO cacar monyet monyetnya,neutral
10582,2022-08-09 07:39:25+00:00,"Tomat unggas, makanan haram. Yang makan bisa kena penyakit cacar monyet.",1556907990183075840,suowoo,Tomat unggas makanan haram Yang makan bisa kena penyakit cacar monyet,neutral
10586,2022-08-09 07:23:30+00:00,@v_viol4 @ssw_sat Ganti cacar monyet dan HIV 2023-2030 ?,1556903985298407424,rudishiteriru,viol4 sat Ganti cacar monyet dan HIV 2023 2030,neutral
10587,2022-08-09 07:20:55+00:00,"@Askrlfess @Fightmyshitlife Kaum yg kalau diingetin paling galak, tapi bagian kena cacar monyet sibuk nyari alibi.",1556903334053019649,dedefirman2014,Kaum kalau diingetin paling galak tapi bagian kena cacar monyet sibuk nyari alibi,neutral
10593,2022-08-09 06:32:21+00:00,"Vaksin Jynneos dua dos, dicipta untuk memerangi cacar tetapi dipercayai turut berkesan terhadap cacar monyet, kerana virus cacar dan cacar monyet berkait rapat.",1556891112232534016,TVPertiwi_MY,Vaksin Jynneos dua dos dicipta untuk memerangi cacar tetapi dipercayai turut berkesan terhadap cacar monyet kerana virus cacar dan cacar monyet berkait rapat,neutral
10600,2022-08-09 06:10:37+00:00,@sekar_malam Ini penyakit cacar monyet,1556885644445884416,dehadaud,malam Ini penyakit cacar monyet,neutral
10608,2022-08-09 05:30:43+00:00,@detikcom @detik_jatim mirip cacar monyet kh?,1556875600572600321,hahamtarooo,jatim mirip cacar monyet,neutral
10615,2022-08-09 04:46:43+00:00,"WHO menetapkan monkeypox/ cacar monyet sebagai PHEIC pada 23 Juli 2022... Selengkapnya ⬇️⬇️⬇️

@ISMKMI_wil1 
@ISMKMI",1556864528586919936,ismkmijambi,WHO menetapkan monkeypox cacar monyet sebagai PHEIC pada Juli 2022 Selengkapnya wil1,neutral
10629,2022-08-09 02:50:51+00:00,"@vitamindyc mjb, iya lagi musim. Dom-ku malah lagi rame cacar monyet n tipes, tapi hamdalah, sampai sekarang aku sekeluarga blom ada satupun yg kena, dahal sering bolak balik kluar kota wkw. Indy juga take care yaa, ttp pake masker walau ktanya c-word ini udh meredaa",1556835370238869504,1412_Nifaa,mjb iya lagi musim Dom malah lagi rame cacar monyet tipes tapi hamdalah sampai sekarang aku sekeluarga blom ada satupun kena dahal sering bolak balik kluar kota wkw Indy juga take care yaa ttp pake masker walau ktanya word ini udh meredaa,neutral
10632,2022-08-09 02:16:57+00:00,@HananihSANS Cacar monyet cok koe,1556826839913738241,AriWahy92503081,Cacar monyet cok koe,neutral
10644,2022-08-09 00:28:03+00:00,@Bukansalmon pasti cacar monyet?,1556799431298560000,lobeuuu,pasti cacar monyet,neutral
10648,2022-08-08 23:22:50+00:00,"@6undul0h Setau gw,gw miara monyet ga pernah tuh punya penyakit cacar monyet🤣🤣",1556783022078590977,CecepGoRBaceP_7,Setau miara monyet pernah tuh punya penyakit cacar monyet,neutral
10649,2022-08-08 23:08:36+00:00,@Rancap42993940 @perupadata Banyak Loh yang lo ga tau maka nya sering baca berita banyak negara yang Mulai covid lagi  cacar monyet aja nambah di Indonesia juga,1556779437261086720,Chrs49937622,Banyak Loh yang tau maka nya sering baca berita banyak negara yang Mulai covid lagi cacar monyet aja nambah Indonesia juga,neutral
10651,2022-08-08 21:44:32+00:00,"Mungkin karena sempat ada kasus cacar monyet disemarang walaupun dinyatakan negatif emang alangkah baiknya ngambil langkah preventif aja kali yaa dari pihak kampus dikhawatirkan terjadi hal yang tidak diinginkan, santai aja pendikar ephaunchdips ngga kalah seru",1556758282122829824,orangdalamfh,Mungkin karena sempat ada kasus cacar monyet disemarang walaupun dinyatakan negatif emang alangkah baiknya ngambil langkah preventif aja kali yaa dari pihak kampus dikhawatirkan terjadi hal yang tidak diinginkan santai aja pendikar ephaunchdips ngga kalah seru,neutral
10657,2022-08-08 16:52:06+00:00,"dapat membantumu terhindar dari risiko infeksi penyakit ini.

Beberapa hal lain yang juga dapat dilakukan untuk mencegah cacar monyet, antara lain:

• Menghindari kontak langsung dengan tikus, primata, atau hewan liar lainnya yang mungkin terpapar virus (termasuk kontak ...",1556684688609398785,yu____unjin,dapat membantumu terhindar dari risiko infeksi penyakit ini Beberapa hal lain yang juga dapat dilakukan untuk mencegah cacar monyet antara lain Menghindari kontak langsung dengan tikus primata atau hewan liar lainnya yang mungkin terpapar virus termasuk kontak,neutral
10658,2022-08-08 16:52:04+00:00,"sekaligus cacar monyet (monkeypox).
Pemberian dua dosis vaksin Jynneos dalam 28 hari terbukti menguatkan respon sistem imun dibandingkan satu dosis vaksin cacar sebelumnya.

Akan tetapi, ketersediaan vaksin tersebut di pusat layanan kesehatan publik masih sangat terbatas.",1556684683068719104,yu____unjin,sekaligus cacar monyet monkeypox Pemberian dua dosis vaksin Jynneos dalam hari terbukti menguatkan respon sistem imun dibandingkan satu dosis vaksin cacar sebelumnya Akan tetapi ketersediaan vaksin tersebut pusat layanan kesehatan publik masih sangat terbatas,neutral
10659,2022-08-08 16:52:04+00:00,"𝗣𝗲𝗻𝗰𝗲𝗴𝗮𝗵𝗮𝗻 𝗰𝗮𝗰𝗮𝗿 𝗺𝗼𝗻𝘆𝗲𝘁

Mencegah memang selalu lebih baik daripada mengobati. Hal seperti ini juga berlaku dalam penanganan penyakit cacar monyet.

Pemberian vaksin cacar (Jynneos) diketahui 85% efektif mencegah penyakit ini.",1556684679574867969,yu____unjin,Mencegah memang selalu lebih baik daripada mengobati Hal seperti ini juga berlaku dalam penanganan penyakit cacar monyet Pemberian vaksin cacar Jynneos diketahui efektif mencegah penyakit ini,neutral
10660,2022-08-08 16:52:02+00:00,"kontak langsung dengan cairan atau lesi kulit hewan atau kontak tidak langsung dengan permukaan benda yang terkontaminasi virus.
Kasus penularan monkeypox dari satu orang ke orang lain umumnya sangat minim.

Penularan virus cacar monyet antar manusia ...",1556684673379860486,yu____unjin,kontak langsung dengan cairan atau lesi kulit hewan atau kontak tidak langsung dengan permukaan benda yang terkontaminasi virus Kasus penularan monkeypox dari satu orang orang lain umumnya sangat minim Penularan virus cacar monyet antar manusia,neutral
10661,2022-08-08 16:52:02+00:00,"Di Afrika, penularan dari hewan ke manusia diketahui terjadi melalui kontak sehari-hari dengan monyet, tupai, dan tikus Gambia yang terinfeksi.

Menurut CDC, penularan cacar air dari hewan ke manusia juga bisa terjadi lewat gigitan hewan,",1556684671127556096,yu____unjin,Afrika penularan dari hewan manusia diketahui terjadi melalui kontak sehari hari dengan monyet tupai dan tikus Gambia yang terinfeksi Menurut CDC penularan cacar air dari hewan manusia juga bisa terjadi lewat gigitan hewan,neutral
10662,2022-08-08 16:51:59+00:00,"Sebagian besar kasus cacar monyet yang dialami manusia disebabkan oleh penularan dari hewan. Virus yang berasal dari hewan dapat memasuki tubuh manusia melalui luka terbuka di kulit, saluran pernapasan, selaput lendir, dan mukosa (air liur).",1556684661044449280,yu____unjin,Sebagian besar kasus cacar monyet yang dialami manusia disebabkan oleh penularan dari hewan Virus yang berasal dari hewan dapat memasuki tubuh manusia melalui luka terbuka kulit saluran pernapasan selaput lendir dan mukosa air liur,neutral
10663,2022-08-08 16:51:59+00:00,"menginfeksi sekelompok monyet yang sedang diteliti. Dari sinilah, penyakit ini dinamakan cacar monyet.

Virus cacar monyet berasal dari genus Orthopoxvirus dalam keluarga Poxviridae. Virus yang termasuk dalam genus Orthopoxvirus meliputi virus variola penyebab cacar (smallpox),",1556684658469122050,yu____unjin,menginfeksi sekelompok monyet yang sedang diteliti Dari sinilah penyakit ini dinamakan cacar monyet Virus cacar monyet berasal dari genus Orthopoxvirus dalam keluarga Poxviridae Virus yang termasuk dalam genus Orthopoxvirus meliputi virus variola penyebab cacar smallpox,neutral
10664,2022-08-08 16:51:58+00:00,"𝗣𝗲𝗻𝘆𝗲𝗯𝗮𝗯 𝗰𝗮𝗰𝗮𝗿 𝗺𝗼𝗻𝘆𝗲𝘁

Virus cacar monyet merupakan virus yang berasal dari hewan (virus zoonosis).
Diketahui virus ini semula ditransmisikan oleh gigitan hewan liar seperti tupai. Namun, para peneliti juga menemukan bahwa virus ini ...",1556684655780577280,yu____unjin,Virus cacar monyet merupakan virus yang berasal dari hewan virus zoonosis Diketahui virus ini semula ditransmisikan oleh gigitan hewan liar seperti tupai Namun para peneliti juga menemukan bahwa virus ini,neutral
10665,2022-08-08 16:42:32+00:00,"Untuk mengontrol dampak kesehatan dari penyakit ini, pencegahan melalui vaksin cacar dan vaksin immunoglobulin menjadi solusi penanganan cacar monyet yang utama.",1556682282454622208,yu____unjin,Untuk mengontrol dampak kesehatan dari penyakit ini pencegahan melalui vaksin cacar dan vaksin immunoglobulin menjadi solusi penanganan cacar monyet yang utama,neutral
10666,2022-08-08 16:42:31+00:00,"Hendaknya kamu juga melakukan karantina diri dengan berdiam di rumah dan melakukan pembatasan kontak sosial dengan orang-orang di lingkungan sekitar.

Hingga saat ini belum ada obat yang spesifik bisa mengatasi infeksi virus penyebab cacar monyet.",1556682276481925121,yu____unjin,Hendaknya kamu juga melakukan karantina diri dengan berdiam rumah dan melakukan pembatasan kontak sosial dengan orang orang lingkungan sekitar Hingga saat ini belum ada obat yang spesifik bisa mengatasi infeksi virus penyebab cacar monyet,neutral
10668,2022-08-08 16:38:25+00:00,"• Merawat orang yang mengalami cacar monyet.

• Melakukan penelitian terhadap virus monkeypox di laboratorium.",1556681245748510720,yu____unjin,Merawat orang yang mengalami cacar monyet Melakukan penelitian terhadap virus monkeypox laboratorium,neutral
10669,2022-08-08 16:38:24+00:00,"2. 𝗙𝗮𝗸𝘁𝗼𝗿 𝗿𝗲𝘀𝗶𝗸𝗼

Siapa pun yang belum pernah terinfeksi virus penyebab cacar monyet memang berpeluang untuk mengalami penyakit ini. Akan tetapi, kamu akan lebih berisiko untuk terjangkit penyakit ini ketika:",1556681241390620672,yu____unjin,Siapa pun yang belum pernah terinfeksi virus penyebab cacar monyet memang berpeluang untuk mengalami penyakit ini Akan tetapi kamu akan lebih berisiko untuk terjangkit penyakit ini ketika,neutral
10670,2022-08-08 16:38:23+00:00,"Oleh karena itu, biasanya dokter akan mengharuskan Anda untuk menjalani tes laboratorium yang digunakan untuk mengetahui keberadaa infeksi virus penyebab cacar monyet.

Salah satu tes yang direkomendasikan dokter adalah tes usap ...",1556681236302934017,yu____unjin,Oleh karena itu biasanya dokter akan mengharuskan Anda untuk menjalani tes laboratorium yang digunakan untuk mengetahui keberadaa infeksi virus penyebab cacar monyet Salah satu tes yang direkomendasikan dokter adalah tes usap,neutral
10671,2022-08-08 16:34:40+00:00,"Meskipun cacar monyet merupakan penyakit yang dapat sembuh dengan sendirinya (self-limited disease), tapi gejalanya dapat mengganggu dan membuat tidak nyaman. Apalagi penyakit ini cenderung sembuh lebih lama dibandingkan penyakit cacar lainnya.",1556680301484834817,yu____unjin,Meskipun cacar monyet merupakan penyakit yang dapat sembuh dengan sendirinya self limited disease tapi gejalanya dapat mengganggu dan membuat tidak nyaman Apalagi penyakit ini cenderung sembuh lebih lama dibandingkan penyakit cacar lainnya,negative
10672,2022-08-08 16:31:34+00:00,"- Demam
- Sakit kepala hebat
- Limfadenopati (pembengkakan kelenjar getah bening)
- Sakit punggung
- Nyeri otot
- Lemas parah (asthenia)

Pembengkakan kelenjar getah bening itulah yang menjadi ciri pembeda antara cacar monyet dengan jenis cacar lainnya.",1556679524074475520,yu____unjin,Demam Sakit kepala hebat Limfadenopati pembengkakan kelenjar getah bening Sakit punggung Nyeri otot Lemas parah asthenia Pembengkakan kelenjar getah bening itulah yang menjadi ciri pembeda antara cacar monyet dengan jenis cacar lainnya,neutral
10674,2022-08-08 16:31:33+00:00,"Gejala awal penyakit ini sama dengan cacar air yang disebabkan infeksi virus, yaitu memunculkan gejala mirip penyakit flu.

Dilansir dari WHO, kemunculan gejala cacar monyet terbagi dalam dua periode infeksi, yaitu periode invasi dan periode erupsi kulit. Berikut penjelasannya:",1556679516130770944,yu____unjin,Gejala awal penyakit ini sama dengan cacar air yang disebabkan infeksi virus yaitu memunculkan gejala mirip penyakit flu Dilansir dari WHO kemunculan gejala cacar monyet terbagi dalam dua periode infeksi yaitu periode invasi dan periode erupsi kulit Berikut penjelasannya,neutral
10675,2022-08-08 16:31:32+00:00,"Masa inkubasi virus cacar monyet bisa berkisar antara 6-13 hari. Namun, bisa juga terjadi dalam rentang yang lebih panjang, yakni 5-21 hari.

Namun, selama tidak memunculkan gejala seseorang tetap bisa menularkan virus cacar monyet kepada orang lain.",1556679514461454336,yu____unjin,Masa inkubasi virus cacar monyet bisa berkisar antara hari Namun bisa juga terjadi dalam rentang yang lebih panjang yakni hari Namun selama tidak memunculkan gejala seseorang tetap bisa menularkan virus cacar monyet kepada orang lain,neutral
10676,2022-08-08 16:25:24+00:00,"𝗦𝗲𝗯𝗲𝗿𝗮𝗽𝗮 𝘂𝗺𝘂𝗺𝗸𝗮𝗵 𝗽𝗲𝗻𝘆𝗮𝗸𝗶𝘁 𝗶𝗻𝗶?

Cacar monyet berawal menjadi penyakit endemik di daerah Afrika Tengah dan Barat.

Pertama kali ditemukan pada tahun 1958 ketika wabah cacar marak menyerang kumpulan kera yang sengaja dipelihara di laboratorium ...",1556677970483609603,yu____unjin,Cacar monyet berawal menjadi penyakit endemik daerah Afrika Tengah dan Barat Pertama kali ditemukan pada tahun 1958 ketika wabah cacar marak menyerang kumpulan kera yang sengaja dipelihara laboratorium,neutral
10677,2022-08-08 16:25:24+00:00,"saat bersin dan batuk, serta menyentuh permukaan yang terkontaminasi virus monkeypox.

Bahaya penyakit ini dapat dicegah dengan efektif melalui vaksin. Antivirus untuk pengobatan cacar monyet masih terus diteliti secara lebih lanjut.",1556677968503910400,yu____unjin,saat bersin dan batuk serta menyentuh permukaan yang terkontaminasi virus monkeypox Bahaya penyakit ini dapat dicegah dengan efektif melalui vaksin Antivirus untuk pengobatan cacar monyet masih terus diteliti secara lebih lanjut,neutral
10678,2022-08-08 16:25:23+00:00,"Namun, gejala juga diiringi dengan pembengkakan pada kelenjar getah bening di ketiak.

Penularan penyakit cacar monyet di antara manusia berlangsung melalui kontak langsung dengan lenting atau luka di kulit, cairan tubuh, droplet (percikan air liur) yang dikeluarkan ...",1556677965991538689,yu____unjin,Namun gejala juga diiringi dengan pembengkakan pada kelenjar getah bening ketiak Penularan penyakit cacar monyet antara manusia berlangsung melalui kontak langsung dengan lenting atau luka kulit cairan tubuh droplet percikan air liur yang dikeluarkan,neutral
10679,2022-08-08 16:25:22+00:00,"Kasus yang menular dari monyet ke manusia pertama kali ditemukan pada tahun 1970 di Kongo, Afrika Selatan.

Gejala penyakit ini secara umum mirip dengan penyakit cacar (smallpox), seperti demam dan ruam kulit yang melepuh menjadi lenting.",1556677963294601217,yu____unjin,Kasus yang menular dari monyet manusia pertama kali ditemukan pada tahun 1970 Kongo Afrika Selatan Gejala penyakit ini secara umum mirip dengan penyakit cacar smallpox seperti demam dan ruam kulit yang melepuh menjadi lenting,neutral
10682,2022-08-08 15:55:53+00:00,"@avyany Harus cepet2 vi, sebelum cacar monyet merebak kkkk",1556670541565571072,nggidjono,Harus cepet2 sebelum cacar monyet merebak kkkk,neutral
10685,2022-08-08 15:39:47+00:00,@Vermilo1 Saya menunggu para petinggi partai kena cacar monyet.,1556666488794144768,EdenisHere1,Saya menunggu para petinggi partai kena cacar monyet,neutral
10686,2022-08-08 15:39:36+00:00,Itali Memulakan Vaksin Cacar Monyet,1556666444989239297,ZahariMarwan,Itali Memulakan Vaksin Cacar Monyet,neutral
10688,2022-08-08 14:50:50+00:00,"""Menyangkut antisipasi, karena ini penyakit lama dan sudah ada vaksinnya, dan beberapa negara sudah melakukan pengadaan vaksin, agar tidak kecolongan, saya kira perlu juga langkah antisipasi dengan bekerja sama dengan produsen yang produksi vaksin cacar monyet.""",1556654172053078016,PDI_Perjuangan,Menyangkut antisipasi karena ini penyakit lama dan sudah ada vaksinnya dan beberapa negara sudah melakukan pengadaan vaksin agar tidak kecolongan saya kira perlu juga langkah antisipasi dengan bekerja sama dengan produsen yang produksi vaksin cacar monyet,neutral
10689,2022-08-08 14:50:50+00:00,"Hal itu ditujukan agar tidam terjadi keparahan penyakit pada masyarakat yang terpapar.

Perlu Langkah Antisipasi Terkait Penyebaran Cacar Monyet Atau Monyet Pox",1556654170614427648,PDI_Perjuangan,Hal itu ditujukan agar tidam terjadi keparahan penyakit pada masyarakat yang terpapar Perlu Langkah Antisipasi Terkait Penyebaran Cacar Monyet Atau Monyet Pox,neutral
10698,2022-08-08 14:21:29+00:00,Cacar monyet adalah penyakit virus zoonosis atau penularan dari hewan ke manusia.Penyakit ini jg dapat menular dari manusia ke manusia melalui pernafasan atau kontak fisik.Adapun pencegahannya yaitu dengan sering mencuci tangan dan menghindari menyentuh barang  orang terinfeksi.,1556646785476530178,KISSHotInfo,Cacar monyet adalah penyakit virus zoonosis atau penularan dari hewan manusia Penyakit ini dapat menular dari manusia manusia melalui pernafasan atau kontak fisik Adapun pencegahannya yaitu dengan sering mencuci tangan dan menghindari menyentuh barang orang terinfeksi,neutral
10699,2022-08-08 14:19:13+00:00,"Lenni Evalena Sihotang,dokter spesialis penyakit dalam RSUP Haji Adam Malik menyampaikan, saat ini kasus cacar monyet atau monkeypox sudah terdapat di beberapa negara. Bahkan negara tetangga Indonesia, Singapura telah melaporkan temuan kasus cacar monyet tersebut.",1556646217366454273,KISSHotInfo,Lenni Evalena Sihotang dokter spesialis penyakit dalam RSUP Haji Adam Malik menyampaikan saat ini kasus cacar monyet atau monkeypox sudah terdapat beberapa negara Bahkan negara tetangga Indonesia Singapura telah melaporkan temuan kasus cacar monyet tersebut,neutral
10702,2022-08-08 14:04:37+00:00,@KucinSuzzy @_nhr87_ @sisbajupetak @emi_______m @1maniimtiyaz Tergendela disebabkan cacar monyet yang semakin menular. Hahah tiberrr,1556642540635320320,cinkahwinTASHA,nhr87 Tergendela disebabkan cacar monyet yang semakin menular Hahah tiberrr,neutral
10705,2022-08-08 13:35:49+00:00,@mahasiswigenz Wihhh kasian 'monyet'nya kena cacar...🤣🤣,1556635294920691714,reflection_8_,Wihhh kasian monyet nya kena cacar,neutral
10707,2022-08-08 13:14:49+00:00,@hawnsohe #. ganti cacar monyet,1556630008126267392,mosculine,ganti cacar monyet,neutral
10708,2022-08-08 13:04:41+00:00,"@seatodaynews @govsingapore mampus kau,kena cacar monyet",1556627456479485957,EleJokow,mampus kau kena cacar monyet,neutral
10709,2022-08-08 12:57:39+00:00,Dulu kalo bentol nyalahin tomcat skrg nyalahin wabah cacar monyet,1556625688068730880,yarahpe,Dulu kalo bentol nyalahin tomcat skrg nyalahin wabah cacar monyet,neutral
10711,2022-08-08 12:27:45+00:00,@Askrlfess Kaum Penyebar cacar monyet,1556618164087058432,juggercrot,Kaum Penyebar cacar monyet,neutral
10712,2022-08-08 12:26:40+00:00,@dwjnna Jangan gini lah! Aku jadi cacar monyet.,1556617890773680128,Iaskarbiru,Jangan gini lah Aku jadi cacar monyet,neutral
10716,2022-08-08 12:01:13+00:00,@6undul0h Monyet ga salah di jadiin nama pengakit. Harusnya dikasih na cacar bol.,1556611487111987200,akisanak,Monyet salah jadiin nama pengakit Harusnya dikasih cacar bol,neutral
10718,2022-08-08 11:44:02+00:00,@loudeshit gk jls smoga kena cacar monyet,1556607161115234305,malevolentsan,jls smoga kena cacar monyet,neutral
10719,2022-08-08 11:39:34+00:00,"@_Banyoe Kira2 ada yg mau ditumbalkan jadi cacar monyet beneran, bisa jadi diambil dari org yang tidak ada keluarganya kan jadi gampang dijadikan kambing hitam , hati2 yang status sendirian",1556606037519908866,kertaspinus,Banyoe Kira2 ada mau ditumbalkan jadi cacar monyet beneran bisa jadi diambil dari org yang tidak ada keluarganya kan jadi gampang dijadikan kambing hitam hati2 yang status sendirian,neutral
