,Datetime,clean_text,label
12731,2022-08-03 22:33:58+00:00,Saya cacar min tapi udah jadi monyet malah,neutral
12733,2022-08-03 22:17:43+00:00,apaan anjir cacar monyet,neutral
12735,2022-08-03 22:06:56+00:00,klao kena cacar monyet bisa ngmong bhasa monyet,neutral
12736,2022-08-03 22:06:14+00:00,Kurangi stigma kurangi stigma fix kamu pelangi yang gak mau citra pelangi tercemar karena cacar monyet,neutral
12737,2022-08-03 22:03:56+00:00,omgg teman2ku dijawa take care hati hati cacar monyet,neutral
12739,2022-08-03 22:00:30+00:00,Aku kira selama ini cacar monyet ini bukan nyerang manusia,neutral
12740,2022-08-03 21:58:58+00:00,Vaksin cacar monyet ngantri,neutral
12741,2022-08-03 21:57:26+00:00,akhir2 ini ada pasienku Anak2 15thn periksa gatel blm bisa kasih diagnosa cacar monyet bcs blm begitu jelas perkembangannya kek gmn stay safe kita semua,positive
12742,2022-08-03 21:53:37+00:00,Giliran gua pengen semarang eeeh Ada suspek cacar monyet anjeeerrrr,neutral
12745,2022-08-03 21:50:31+00:00,woi sumpah cacar monyet jangan sampe menyebar kemana mana dongg gue takut banget cacar monyet serem bangett,neutral
12746,2022-08-03 21:46:19+00:00,Kadang nih padahal temen saya gagh cacar tapi kelakuannya udah kaya monyet,neutral
12747,2022-08-03 21:42:22+00:00,Dicampakkan emg gaenak Kecilnya gapernah disuntik campak apa gimana Suntik deh drpd kena cacar monyet,neutral
12748,2022-08-03 21:28:17+00:00,gue cacar monyet amit amit kmrn cacar biasa,neutral
12750,2022-08-03 21:14:30+00:00,naon deui iyeu cacar monyet Allah,neutral
12754,2022-08-03 21:03:07+00:00,Seputar cacar monyet,neutral
12755,2022-08-03 20:53:11+00:00,Abis baca artikel tentang cacar monyet,neutral
12756,2022-08-03 20:43:08+00:00,cacar monyet besok apalagi bintitan ruak ruak,neutral
12757,2022-08-03 20:39:28+00:00,cacar monyet juga lewat sama virus sem,neutral
12758,2022-08-03 20:36:21+00:00,nii cacar monyet kita bakal vaksin khusus kasus ini,neutral
12760,2022-08-03 20:18:03+00:00,cacar monyet ada BEKAS KATANYAA bye jauhin pls,neutral
12761,2022-08-03 20:11:55+00:00,klo cacar biasa orgnya kelakuannya kek monyet gmn trmasuk egk,neutral
12762,2022-08-03 19:59:03+00:00,Allahu apalagi sih itu cacar monyet,neutral
12764,2022-08-03 19:55:20+00:00,covid cacar monyet kontol kontol,neutral
12765,2022-08-03 19:42:51+00:00,cacar monyet tuu knp serem bgt,neutral
12766,2022-08-03 19:34:06+00:00,Kalian gapapa searching monkeypox cacar monyet google tapi jangan sampe nulis monyet cukur rambut Jangan,neutral
12770,2022-08-03 19:14:22+00:00,Wah gawat ini mana sini engga ada cacar monyet nya yang banyak kelakuannya,neutral
12771,2022-08-03 19:03:21+00:00,Allah semoga kita semua terhindar dari cacar monyet ini Allah hiks just wanna ciuman peace and love and peace and love joget tiktok,positive
12772,2022-08-03 18:57:28+00:00,plis jangan beneran ada cacar monyet semarang plisssssss begging Lord,neutral
12773,2022-08-03 18:47:00+00:00,stop pls capek corona ini lagi cacar monyet taun dpn apalagi anjerrrrr,neutral
12774,2022-08-03 18:44:41+00:00,tapi gak tau sih itu varian cacar air biasa atau cacar monyet ini soalnya gua kayanya pernah baca kalo sebenernya dulu wabah cacar monyet ini udah pernah ada terus jadi mikir aja mungkin yang dialamin mama gua waktu itu maksudnya cacar monyet ini tapi gak tau juga deng wkwk,neutral
12775,2022-08-03 18:43:07+00:00,gua jadi inget cerita mama gua waktu itu belio pernah cerita kalo dulu tuh pas belio masih kecil didaerah rumah gua tuh kaya ada wabah semacem cacar monyet ini dan nyerangnya kebanyakan emang bayi atau balita gitu bahkan adek mama gua sampe meninggal karna kena wabah cacar itu,neutral
12776,2022-08-03 18:39:13+00:00,nyebarin cacar monyet,neutral
12777,2022-08-03 18:36:57+00:00,mulai muncul kasus cacar monyet anjing babi,neutral
12778,2022-08-03 18:36:16+00:00,percaya gak percaya cacar monyet kena orang idah vaksin,neutral
12779,2022-08-03 18:29:11+00:00,awal mula gejala cacar monyet sih ini,neutral
12783,2022-08-03 18:02:26+00:00,itu kaki gue btw dan itu karena gue iseng gue pecahin karena siapa tau sembuh kan Tapi tuh malah jadi ada item2nya rada gepeng gitu dan seringgg bgt keluar darah putih Tiap waktu ngeluarin darah putih terus Gue gatau sakit cacar monyet kaya gitu apa enggak terus tuh,neutral
12784,2022-08-03 17:58:05+00:00,apa itu cacar monyet tapi kan dulu itu penyakit belum hits kaya sekarang meskipun emang udah ada sumpah gue gak tau namanya itu apa dulu pas gue kedokter kata dokternya cuma kaya kena virus gara gara gue main ditempat kotor Waktu itu habis pulang dari LDKS sih,positive
12785,2022-08-03 17:57:34+00:00,Lah desa gue bocil2 banyak yang cacar rumornya kena cacar monyet tapi ngga tau juga cuma denger dari gosipan emak2 waeung soalnya,neutral
12786,2022-08-03 17:56:30+00:00,waktu smp gue pernah tuh sakit kulit gue kek muncul bintik kecil gelembung kaya nanah pinggirannya merah bukan bisul terus tuh tengahnya tuh kek ada titik item bentukkannya kaya cacar monyet sekarang difoto2 tapi cuma muncul dan sembuh sih tapi sekitar 1mingguan,neutral
12787,2022-08-03 17:53:48+00:00,Takutnya kena cacar monyet bro kasian ntar lisa nya,neutral
12790,2022-08-03 17:46:11+00:00,Soalnya WHO juga bilang kalo cacar monyet jadi status darurat apa gitu lupa saya sebagai orang awam takut sih jujur dan bikin spekulasi macem2 Lebih takut lagi kalo kuliah online lagi,neutral
12791,2022-08-03 17:42:51+00:00,Tadi baca katanya penularan cacar monyet ini lewat hewan kayak tikus jadi was was karena rumah banyak tikus Yok yokk jaga kesehatan sekaligus kebersihan sekitarr,neutral
12793,2022-08-03 17:22:13+00:00,Lalu kita berdua terkena cacar monyet monkeypot amp HIV AIDS The end,neutral
12794,2022-08-03 17:21:31+00:00,Innalilahi nauzubillahimindalik serem bgt liatnya itu cacar monyet,neutral
12795,2022-08-03 17:13:42+00:00,ini lagi cacar monyet kelar kelar dunia ini tertimpa musibah,neutral
12796,2022-08-03 17:11:38+00:00,Cacar monyet gmn bntuknya kek monyet,neutral
12798,2022-08-03 17:06:34+00:00,salam saya takut cacar monyet jadi saya tidak mau balik sabah,neutral
12799,2022-08-03 16:54:11+00:00,Jangan smpe cacar monyet nyebar Indo Allah dulu pas smp waktu kena cacar air aja tiap ngaca pasti nangis merinding sama tersiksa bgt apalagi ini pake ada gelaja pusing sama demam,neutral
12800,2022-08-03 16:48:35+00:00,Cacar Monyet katanya ada udah terdeteksi Jateng Kalau kena jadi sia2 skincare kita selama ini,neutral
12801,2022-08-03 16:48:25+00:00,Cacar monyet ini bukan cacar orang,neutral
12802,2022-08-03 16:45:21+00:00,Copid naik trus cacar monyet gini amat hidup,neutral
12803,2022-08-03 16:45:18+00:00,kyk kasus corona pertama dah depok cacar monyet ini emg monyet bgt efekny jijikk,neutral
12806,2022-08-03 16:33:44+00:00,Kena cacar monyet kah,neutral
12807,2022-08-03 16:32:06+00:00,Jujur takut banget kena ini karena gak keren banget kalau sampe kena cacar monyet,neutral
12808,2022-08-03 16:30:30+00:00,nah cacar monyet ada jateng,neutral
12809,2022-08-03 16:28:29+00:00,cacar nya sih enggak tapi lebih sikapnya seperti monyet,neutral
12810,2022-08-03 16:28:07+00:00,Eksim berapa lama sih ini udah seminggu kelar2 takut ternyata cacar monyet,neutral
12812,2022-08-03 16:26:07+00:00,copid lah cacar monyet lah virus drmn sihh,neutral
12813,2022-08-03 16:26:05+00:00,tuhkan lupa tadi tuh mau browsing lebih lanjut tentang cacar monyet deh,neutral
12816,2022-08-03 16:22:44+00:00,euy tanggapan kalian ttg cacar monyet,neutral
12817,2022-08-03 16:21:23+00:00,Bentar lagi juga suruh vaksin cacar monyet,neutral
12818,2022-08-03 16:20:48+00:00,tbtb ada cacar monyet ragu mau hitc takutnya kaya 2020 malah direfund pdhl aing udh sampe jkt konser,neutral
12819,2022-08-03 16:14:42+00:00,Abis baca cacar monyet Ternyata sedalem itu luka nya,neutral
12820,2022-08-03 16:13:38+00:00,Rupi rupi panyakit teh euy cacar monyet nyerang manusia geuning kade Sing jagjag waringkas wargaa balad aing,neutral
12821,2022-08-03 16:12:48+00:00,Beres covid terbitlah cacar monyet dahlah pusing,neutral
12822,2022-08-03 16:10:31+00:00,Cacar monyet bisa menyerang siapapun atau udh pernah kena cacar gabisa kena,neutral
12823,2022-08-03 16:08:45+00:00,kenapa cacar monyet,neutral
12824,2022-08-03 16:08:35+00:00,Ini cacar monyet bikin ovt aja malem malem yaAllah,neutral
12827,2022-08-03 16:06:20+00:00,takut bgt sama cacar monyet mana getah beningku udah pernah benjol lagi takut kambuh lagi,neutral
12828,2022-08-03 16:06:14+00:00,dhea vaksin ugung gek saiki enek cacar monyet,neutral
12829,2022-08-03 16:05:37+00:00,cacar monyet mulai nyebar cok,neutral
12831,2022-08-03 16:03:49+00:00,PEMERINTAH HARUS PECAT MENKES JUGA MENTRI MENTRI SALING BERHUBUNGAN JIKA ADA WABAH CACAR MONYET INDONESIA UTAMA NYA PRESIDEN,neutral
12833,2022-08-03 16:02:47+00:00,Ada lagi aja cacar monyet hadeh,neutral
12834,2022-08-03 16:02:24+00:00,Kena campak dua kali dengar soal cacar monyet jadi waswas,neutral
12835,2022-08-03 16:02:04+00:00,ddk hobi ejek cacar monyet tkt,neutral
12837,2022-08-03 15:56:01+00:00,Trus klo gitu misal orang kena cacar monyet bisa langsung nularin orang lain,neutral
12838,2022-08-03 15:54:25+00:00,Mengutuk mata sendiri bisa bisanya dibaca Pacar monyet cacar cacar,neutral
12839,2022-08-03 15:54:02+00:00,Semoga kita semua jauhin dari penyakit cacar monyet cukup punya temen kek monyet aja penyakit perlu,neutral
12840,2022-08-03 15:52:34+00:00,Covid membuat kita harus pakai masker setiap saat apa cacar monyet nanti akan membuat kita akan bergelantungan pohon setiap saat,neutral
12841,2022-08-03 15:52:20+00:00,ind psikolog bisa ngobatin cacar monyet kah,neutral
12842,2022-08-03 15:51:32+00:00,kulit kenapa kena cacar cacar apa CACAR MONYET mitos penamaan cacar monyet,neutral
12843,2022-08-03 15:50:41+00:00,Semester besok padahal gua rumornya mau offline anjir Kalo cacar monyet nyebar gimana anyingg Ngeri banget,neutral
12845,2022-08-03 15:48:52+00:00,jangan sampe ada cacar monyet kaya omicron trs delta putri nikeh risma,neutral
12846,2022-08-03 15:47:46+00:00,serem akshsh soalnya cacar monyet nih bisa sampe gabisa jalan plss kakinya lemes banget berasa kayak jelly cukup sekali aja kena cacar monyet waktu kecil,neutral
12847,2022-08-03 15:47:35+00:00,Cacar monyet sudah ada jateng intinya tetep maskeran,neutral
12848,2022-08-03 15:45:31+00:00,buat yang belum vaksin siap kena cacar monyet,neutral
12849,2022-08-03 15:45:06+00:00,Mantanku juga kena cacar monyet Dia sakit cacar dia sendiri juga monyetnya,neutral
12850,2022-08-03 15:44:42+00:00,Temen2 kayaknya terinfeksi cacar monyet sejak lahir Tapi baru kelihatan monyetnya aja Tinggal nunggu cacarnya muncul,neutral
12851,2022-08-03 15:44:12+00:00,ada vaksin anti cacar monyet gakk,neutral
12852,2022-08-03 15:42:51+00:00,aul Gamau buat misinformation atau apa tapi kayaknya teman kakakku juga kena cacar monyet Soalnya pas ditanyain meninggal karena apa kakakku jawab beliau abis kena cacar dan katanya ada komplikasi pernapasan juga Anehnya belum ada yang buat report tentang kasusnya,neutral
12853,2022-08-03 15:42:37+00:00,Komennya bener bener cacar monyet udah ditetapkan sebagai Darurat Kesehatan Global masih bisa becandain,neutral
12855,2022-08-03 15:42:15+00:00,Ada lagi cacar monyet akhir tahun batuk kucing,neutral
12857,2022-08-03 15:40:20+00:00,baru tau cacar monyet gada vaksinnya,neutral
12858,2022-08-03 15:40:09+00:00,cacar monyet kaya gimana dah,neutral
12860,2022-08-03 15:36:22+00:00,cacar monyet cacar monyet pacar noh kelakuannya kya monyet,neutral
12861,2022-08-03 15:35:38+00:00,apakah cacar monyet dapat menular lewat kucing bahan overthinking malam ini,neutral
12862,2022-08-03 15:35:10+00:00,monyet nih knp nyebar nyebar cacar,neutral
12863,2022-08-03 15:35:02+00:00,Trauma jadinya liat berita2 penyakit Taun lalu covid trs flu singapur baru sembuh kemarin2 ini udah ada cacar monyet ajaaa pengen rasanya pindah planet,neutral
12864,2022-08-03 15:34:49+00:00,Woi sumpah takut bgt Ini aja Puji Tuhan bgt blm pernah kena covid tapi sumpah ngeliat gejala cacar monyet lebih mngerikan apalagi afternya berbekas parah Jaga diri baik ges,neutral
12865,2022-08-03 15:34:45+00:00,gue keliling jateng kurleb seminggu tiba2 ada suspects cacar monyet yaAllah apa panik doain ygy,neutral
12866,2022-08-03 15:34:34+00:00,soisone ruri curiga dee kenek cacar monyet,neutral
12868,2022-08-03 15:32:49+00:00,virus ini udh ada vaksinya gpp memang ngeselin virus cacar monyet selalu pindah2 tempat kalau kesentuh kulit pernah kena virus ini cuma kasih salep sembuh,neutral
12870,2022-08-03 15:30:48+00:00,atau monyet kena cacar,neutral
12871,2022-08-03 15:30:20+00:00,iyaa cacar monyet skrg variant apa sma kyk biasa,neutral
12872,2022-08-03 15:29:44+00:00,Ada cacar monyet sama ada cacar moyet beda lho,neutral
12873,2022-08-03 15:29:02+00:00,Kirain cacar monyet tuh Motif cacar nya gambar monyet,neutral
12874,2022-08-03 15:27:26+00:00,Lagi kena cacar monyet gak boleh dibercandain,neutral
12875,2022-08-03 15:27:13+00:00,gembala Lah cacar monyet bakal bikin ppkm lagi kah,neutral
12876,2022-08-03 15:26:38+00:00,ngeri bgt cacar monyet dah masuk indo,neutral
12877,2022-08-03 15:25:51+00:00,Kenapa namanya cacar monyet Apa pas kena nanti kayak monyet Apa gimanaa,neutral
12878,2022-08-03 15:24:16+00:00,Cacar monyet ape lagi sikhh,neutral
12879,2022-08-03 15:24:11+00:00,GUSTI COVID LAGI NAIK PULA SKRG INDO UDAH ADA SUSPECT CACAR MONYET,neutral
12880,2022-08-03 15:24:10+00:00,cacar monyet berubah jdi monyet,neutral
12881,2022-08-03 15:23:39+00:00,Cacar monyet apalagi yallaaahhh,neutral
12882,2022-08-03 15:22:08+00:00,Maaf lagi kena cacar monyet,neutral
12884,2022-08-03 15:21:33+00:00,Pantesan jering coki rilis game judi block suspect cacar monyet pertama jogja ambek arek cilik nyanyi ojo dibanding2ke enak banget Iki mmmm,negative
12885,2022-08-03 15:20:35+00:00,Apa gejala cacar monyet makan pisang tundun tiap hari nya,neutral
12886,2022-08-03 15:20:02+00:00,serahhh dah njink mau cacar monyet kek cacar kuda kek cacar babi ksel,neutral
12887,2022-08-03 15:19:24+00:00,jujur lebih takut sama cacar monyet kalo pemerintah ngadain vaksin kayanya gue langsung ikutan,neutral
12888,2022-08-03 15:19:23+00:00,cacar monyet kyk gmn,neutral
12889,2022-08-03 15:19:10+00:00,Oohhhh suspek cacar monyet,neutral
12890,2022-08-03 15:18:57+00:00,Daripada covid gua lebih takut sama cacar monyet ini serem,neutral
12891,2022-08-03 15:18:46+00:00,cacar monyet ada semarang trs ini nasibnya gimana kuliah oflen gajelas iyuw ngide bgt,neutral
12892,2022-08-03 15:18:21+00:00,Jangan jangan berita ada orang pertama yang kena cacar monyet itu sebenernya Jeff,neutral
12893,2022-08-03 15:17:37+00:00,yawla udah ada susp cacar monyet,neutral
12894,2022-08-03 15:17:05+00:00,Cacar monyet tuh udah lama sebenernya cuman baru2 ini jadi darurat global Kalo jateng belom bisa dipastikan amit2 jgn sampe deh,neutral
12895,2022-08-03 15:14:44+00:00,cacar monyet nampak lebih mengerikan dri covid tapi covid kemaren udh ngeri banget,neutral
12896,2022-08-03 15:14:14+00:00,Data dari WHO dalam beberapa waktu terakhir rasio kasus kematian sekitar Komplikasi cacar monyet dapat mencakup infeksi sekunder bronkopneumonia sepsis ensefalitis dan infeksi kornea dengan kehilangan penglihatan,neutral
12897,2022-08-03 15:14:05+00:00,Suspek cacar monyet atau monyet nih Btw kalian butuh pemasukan buat blm kerja atau udh kerja bisa kok cuma spam aja kok sini langaung,neutral
12898,2022-08-03 15:13:25+00:00,tdk akan kena cacar monyet karna sudah monyet,neutral
12899,2022-08-03 15:12:48+00:00,cacar monyet apaan lagi,neutral
12900,2022-08-03 15:11:40+00:00,cacar monyet tuh lebih ngeri ketimbang covid serius gue lebih takut ama itu,neutral
12901,2022-08-03 15:11:36+00:00,Cacar monyet ini,neutral
12902,2022-08-03 15:09:42+00:00,allah takut banget cacar monyet mana gua belum pernah cacar,neutral
12903,2022-08-03 15:09:21+00:00,brengsek jgn ada pandemi lagi dong baru beberapa bulan ini paniknya udah reda pas baca berita ttg covid ini baca berita cacar monyet panik lagi,neutral
12904,2022-08-03 15:07:22+00:00,cacar monyet udah lama,neutral
12905,2022-08-03 15:07:03+00:00,Bekasnya cacar monyet ngery,neutral
12906,2022-08-03 15:06:58+00:00,jan metu nongkrong mbengi baline pilek ana maning cacar monyet otw mbangun bunker,neutral
12907,2022-08-03 15:06:51+00:00,varian atw cacar monyet dri dulu dah ada,neutral
12908,2022-08-03 15:06:17+00:00,Nanti bar vaksin cacar monyet mungkin berasa,neutral
12909,2022-08-03 15:05:40+00:00,Dulu pernah kena cacar jerman kuku tangan dan kaki sampai lepas semua Jangan sampai kena cacar monyet,neutral
12911,2022-08-03 15:04:06+00:00,covid hampir selesai dateng cacar monyet lebih serem belom lagi perang dunia makin deket aja global warming makin parah amp umur bumi udah gak lama lagi gue gak kaget dah klo tahun depan dunia udah kiamat,neutral
12912,2022-08-03 15:04:04+00:00,cacar monyet apa,neutral
12915,2022-08-03 14:59:57+00:00,aku takut banget belum pernah kena cacar air juga katanya imun belum kebentuk apalagi ada cacar monyet,neutral
12917,2022-08-03 14:59:31+00:00,Udah beredar aja cacar monyet dan gue baru sakit cvd,neutral
12918,2022-08-03 14:59:24+00:00,Cacar monyet mana ngeri banget lagi bentukannya ada ada aja ilah here agaaain,neutral
12919,2022-08-03 14:59:10+00:00,Cacar monyet itu bahaya kah,neutral
12921,2022-08-03 14:57:13+00:00,Ngeri cacar monyet udah masuk indo,neutral
12922,2022-08-03 14:56:36+00:00,Dokter mau nanya kalau orang yang sudah pernah kena cacar air Apakah ada kemungkinan bisa kena cacar monyet juga,neutral
12923,2022-08-03 14:53:15+00:00,gue dulu bayi sekitar 1thn kurang dokter gue kena cacar monyet alhamdulillahnya cuman paha bekasnya masih ada lingkaran gede dkt paha dlu kena karena gue sering dibawa Alm kakek daerah ada perternakan,neutral
12925,2022-08-03 14:50:02+00:00,Cacar monyet model pie meneh,neutral
12926,2022-08-03 14:48:05+00:00,INI APAAN LAGI CACAR MONYET CACAR MONYET GUE UDH KOSANN ANJRRR,neutral
12929,2022-08-03 14:43:38+00:00,aku mandi soalnya takut kena cacar monyet,neutral
12930,2022-08-03 14:43:25+00:00,Capek apalagi baru lewat cacar monyet tadi,neutral
12931,2022-08-03 14:42:43+00:00,Bantu jawab walaupun sama sama cacar tapi virus penyebabnya beda Jadi tidak menurunkan probabilitas terinfeksi Cacar air disebabkan virus Varicella Zoster VZV dari famili Herpesviridae Sementara cacar monyet disebabkan virus dari famili Poxviridae,neutral
12932,2022-08-03 14:42:29+00:00,cacar monyet are suspected jawa tengah,neutral
12933,2022-08-03 14:41:27+00:00,Pasien covid masih ada ditambah penyakit cacar monyet masuk juga,neutral
12934,2022-08-03 14:38:11+00:00,plis ini cacar yang dulu aja blm sembuh bekas tabrakan meteornya bopeng udh mau dateng cacar monyet,neutral
12935,2022-08-03 14:36:51+00:00,cacar monyet,neutral
12936,2022-08-03 14:36:43+00:00,yakali gabaca anjeng cacar biasa pernah cacar monyet pernah,neutral
12937,2022-08-03 14:33:26+00:00,Apakah orang pernah mengalami cinta monyet memiliki faktor predisposisi lebih tinggi terhadap cacar monyet dok,neutral
12938,2022-08-03 14:31:54+00:00,liat instagram ada udah kena cacar monyet serem astaghfirullah,neutral
12940,2022-08-03 14:25:00+00:00,Min apa bener klo kita kena cacar monyet hari berubah jadi monyet,neutral
12941,2022-08-03 14:24:15+00:00,Takut kena cacar monyet kah,neutral
12942,2022-08-03 14:22:31+00:00,genggam anak org langsung kena cacar monyet,neutral
12943,2022-08-03 14:19:46+00:00,Monkey pox atau cacar monyet mulai meresahkan karena kasusnya udah tembus belasan ribu dan nyebar puluhan negara Penyakit zoonosis ini awal mulanya menyebar Afrika melalui satwa primata beberapa satwa liar lainnya Berikut utas kumpulan informasi penting soal monkey pox,negative
12944,2022-08-03 14:18:14+00:00,Takut banget udah ada berita cacar monyet Indonesia Semoga sehat sehat semua makhluk muka bumi gak ada tertular2 sama cacar monyet,neutral
12945,2022-08-03 14:17:48+00:00,Dunia sdg risau kemungkinan Perang China semakin mengemuka seiring dengan kehadiran Ketua DPR Pelosi Taiwan Sementara lain mengkhawatirkan Cacar Monyet mulai marak korbannya ditemukan Nah kita sibuk urusan Bansos ditemukan bunker depok,neutral
12946,2022-08-03 14:17:14+00:00,bikin parno aslinya suspect trus usap2in tangan media sering dipake publik handuk obral bungkus makanan dll gitu sih Karena kita gatau perasaan main mall kota tetangga tau2 cacar monyet,positive
12949,2022-08-03 14:16:12+00:00,perkara cacar monyet jadi ngakak parah anjir gakuatt,neutral
12951,2022-08-03 14:12:21+00:00,takut banget cacar monyet soalnya gue blum pernah kena cacar,neutral
12952,2022-08-03 14:11:48+00:00,masalahnya disini kenapa cacar monyet banget sii gada kah cacar biasa biasa aja,neutral
12953,2022-08-03 14:09:55+00:00,gue takut cacar monyet,neutral
12957,2022-08-03 14:00:40+00:00,Gua tuh pernah kena cacar monyet pas kecil Ini kemungkinan kena lagi mungkin sih,neutral
12959,2022-08-03 13:59:41+00:00,Cacar monyet ini apalagi yaAllah Penyakit kok aneh aneh,neutral
12962,2022-08-03 13:53:54+00:00,gue dulu bayi sekitar 1thn kurang dokter gue kena cacar monyet alhamdulillahnya cuman paha bekasnya masih ada lingkaran gede dkt paha dlu kena karena gue sering dibawa Alm kakek daerah ada perternakan,neutral
12963,2022-08-03 13:52:35+00:00,cacar monyet,neutral
12966,2022-08-03 13:51:04+00:00,Ehh duhh sorry hear that katanya cacar monyet udh sampe indo gatau jugaa kmrn aku sempet liat beritanya ada orng kena gatau bner atau engga semoga ngga ngocok dalgona part deh,negative
12967,2022-08-03 13:50:26+00:00,Cacar monyet ini kenapa emang,neutral
12968,2022-08-03 13:46:24+00:00,bener lain sih cacar monyet,neutral
12969,2022-08-03 13:46:05+00:00,iya itu lagi ada berita cacar monyet,neutral
12973,2022-08-03 13:43:24+00:00,pii cacar monyet udah masuk indo tau hah astaga pasti kasus pertama ancol hah kok ancol iya itu ancol banyak monyet,neutral
12974,2022-08-03 13:42:41+00:00,Cacar monyet seinvasif covid kan,neutral
12975,2022-08-03 13:40:57+00:00,barusan liat info cacar monyet udah masuk indo kepikiran trus lagunya vierra lagi mendukung untuk nangis jadinya nangis,neutral
12976,2022-08-03 13:38:06+00:00,Lah cacar monyet bukannya emng dah ada dari dulu Dulu sekitar 2012 adek gua kena cacar monyet dan skrg baik baik aja,neutral
12981,2022-08-03 13:31:48+00:00,habis covid terbitlah cacar monyet,neutral
12984,2022-08-03 13:30:19+00:00,cacar air cacar uler cacar monyet bset lengkap bat gwe gamau,neutral
12986,2022-08-03 13:29:25+00:00,cacar monyet obatnya teh anget,neutral
12987,2022-08-03 13:28:47+00:00,Virus cacar monyet EmergencyDeclaration,neutral
12989,2022-08-03 13:25:53+00:00,Allah ngerinya cacar monyet,neutral
12990,2022-08-03 13:25:32+00:00,bangg Iyalah next pilek aja pasti diagnosa gejala cacar monyet,neutral
12991,2022-08-03 13:24:24+00:00,cuk jancuk cacar monyet opo meneh JANCOK JARAN,neutral
12992,2022-08-03 13:23:47+00:00,anakny sakit apa hhe cacar monyet,neutral
12994,2022-08-03 13:20:42+00:00,suspek cacar monyet,neutral
12995,2022-08-03 13:20:32+00:00,Kemaren cacar monyet dah sampe jateng trs kata ibu tetangga temennya udh ada kena Yuhuww wfh teros suka kalo rumah trs kapan maennya,neutral
12997,2022-08-03 13:19:25+00:00,Mau pergi konser lagi nih kita ada berita cacar monyet Duniaaa kamu kenapa sihh gak capek apaa,neutral
12999,2022-08-03 13:16:02+00:00,CACAR MONYET HANYA SEBUTAN PARAH KADRUN SUDAH MELAMPAUI MONYET,neutral
13001,2022-08-03 13:13:46+00:00,suspek cacar monyet smg semoga gak beneran cacar monyet,neutral
13002,2022-08-03 13:13:04+00:00,medeni cacar monyet iki cokk,neutral
13003,2022-08-03 13:11:28+00:00,Allah selama tahun hidup cacar air aja blm pernah kena ini ada cacar monyet,neutral
13006,2022-08-03 13:09:19+00:00,katanya kasus cacar monyet ditemuin jateng yah woww pusing,neutral
13007,2022-08-03 13:09:19+00:00,Habis nikah biasanya wkwkwkwkwk tapi jan sape cacar monyet juga seremm,neutral
13008,2022-08-03 13:09:03+00:00,cacar monyet kalo beneran mewabah lebih serem covid cokk,neutral
13013,2022-08-03 13:06:10+00:00,huhuhu takut semoga beneran cacar monyet dan mirip yah,neutral
13016,2022-08-03 13:03:04+00:00,anjir cacar monyet smg,neutral
13018,2022-08-03 12:57:44+00:00,Cacar monyet sama berbahayanya dengan pacar kelakuan kek monyet nodebat Hati hati dan sehat selalu,neutral
13019,2022-08-03 12:57:05+00:00,capek bngt covid blm sepenuhnya ilang muncur cacar monyet seleksi alam kali ini,neutral
13020,2022-08-03 12:56:01+00:00,jaga makanan Jangan makan hewan yang aneh aneh deh serius tekanku pada kata terakhir karena seperti namanya cacar monyet ini diakibatkan oleh transmisi Monyet Tikus Tupai dan primata Manusia Kurang bisa mengerti kenapa orang Afrika bisa memakan daging tersebut,neutral
13023,2022-08-03 12:52:12+00:00,Sebelum tau mau ngapain hendaknya tau dulu MonkeyPox ini apa Jadi MonkeyPox atau cacar monyet ini awalnya dari binatang Sampai akhirnya ditemukan bisa menginfeksi manusia juga Gejalanya sama kayak cacar kebanyakan Ruam bintik2 gitu terus keluar cairan ofc demam juga,neutral
13026,2022-08-03 12:48:24+00:00,baru sadar gua kalau sama fifin isinya ngomongin cacar monyet,neutral
13027,2022-08-03 12:47:22+00:00,Cacar monyet adalah episode berikutnya Bisa jadi effek fucksin dari vero cell jelas berasal dari monyet,neutral
13028,2022-08-03 12:47:15+00:00,Berbahaya dok Aku menyelesaikan tanda tangan lalu menyerahkannya pada Residen disana Bergeming sejenak untuk memikirkan jawabannya Sama seperti penyakit virus biasa tapi cacar monyet ini lebih kayak cacar atau campak sih karena penyebabnya sama,neutral
13029,2022-08-03 12:45:14+00:00,otw search gugel apa itu cacar monyet,neutral
13030,2022-08-03 12:45:03+00:00,heh serem bgt masak cacar monyet pertama jateng anjrttt,neutral
13032,2022-08-03 12:44:00+00:00,Ada kok monyet disini untuk tinggal dan menetap Ngeri ngeri sedap Gak ada berita untuk dilanjutkan vaksin cacar monyet,neutral
13034,2022-08-03 12:39:41+00:00,Plis lahh baru juga mau offline apa apaan pula cacar monyet ini cukuff jan macem macem,neutral
13035,2022-08-03 12:35:35+00:00,ANJING MAMPUS KAKIKU TADI ADA GINIANNYA JANGAN JANGAN CACAR MONYET LAGI,neutral
13036,2022-08-03 12:34:02+00:00,Nah lho cacar monyet udh masuk ksini,neutral
13038,2022-08-03 12:33:20+00:00,Cacar air kan isinya air Kalo cacar monyet isinya apa,neutral
13042,2022-08-03 12:28:03+00:00,ade kamar tiba2 bilang teh ini kaki aku gatel2 takut budug monyet allahuakbar anyinggg harusnya cacar bukan budug,neutral
13049,2022-08-03 12:18:16+00:00,Beli saham skin care Abis wabah cacar monyet ini naik valuenya,neutral
13051,2022-08-03 12:07:31+00:00,Jujur belum baca tentang cacar monyet ini takut,neutral
